Nº BO,Tipo Registro,Data,Hora,Tipo de BO,Natureza / Crime,Endereço,Município,UF,Nº Presos,Nº Apreensões s/ Prisão,Drogas TOTAL (kg),Cocaína/CH (kg),Pasta Base (kg),Maconha (kg),Crack (kg),Óxi (kg),Metanfetamina (kg),Ecstasy (comprimidos),Armas Apreend.,Munições Apreend.,Veículos Apreend.,Gasolina Boliviana (L),Diesel Boliviano (L),GLP (botijas),Cigarros (maços),Madeira Apreendida (m³),Desc. Celulares (un.),Desc. Roupas (un.),Mercadorias Descaminho (R$),Eletrônicos (un.),Embarcações (un.),Motor de Popa (un.),Ouro (g),Animais/Pescado (R$),Folha de Coca (kg),Dinheiro (R$),Meio,Ambiente,Destino dos Envolvidos,Latitude,Longitude,Descrição Resumida,Nacionalidade, Prejuízo Estimado (R$), Valor Estimado Descaminho (R$), Valor Estimado Veículos (R$), Multa (R$),Operação
3329902391,BO/PA,01/06/2026,17:44:44,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / PORTE ILEGAL DE ARMA DE USO RESTRITO (LEI 10.826/03, ART. 16) / POSSE DE MUNICAO (ART. 12)",,Alta Floresta D'Oeste,RO,2,0,"0,0492","0,0232",0,"0,0199","0,0061",0,0,,1,2,1,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 660,00",Terrestre,Residencia,,"-11,9230518","-62,005149",,Brasileira," R$  35.060,50 ", R$  -   ," R$  27.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3309200756,COP,30/05/2026,9:43:16,PA,RECEPTAÇÃO - ART. 180 DO CÓDIGO PENAL,,Porto Velho,RO,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Zona rural,,"-9,7710953","-66,3560451",,Brasileira," R$  9.500,00 ", R$  -   ," R$  9.500,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3303201617,COP,28/05/2026,12:47:57,PA,"TRÁFICO DE DROGAS - LEI 11.343/06, ART. 33",,Guajará-Mirim,RO,1,0,"15,7",0,0,"15,7",0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",1,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Fluvial,Via pública,,"-10,7619616","-65,300024",,Brasileira," R$  80.000,00 "," R$  1.500,00 ", R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3303201618,COP,28/05/2026,14:05:05,PA,"TRÁFICO DE DROGAS - LEI 11.343/06, ART. 33",,Guajará-Mirim,RO,2,0,"0,1",0,0,"0,1",0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",2,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Fluvial,Via pública,,"-10,7932316","-65,3472415",,Brasileira," R$  2.100,00 "," R$  1.600,00 ", R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3328500769,TCO,28/05/2026,17:13:10,Termo Circunstanciado,"POSSE DE DROGAS PARA USO PESSOAL (LEI 11.343/06, ART. 28)",,Rolim de Moura,RO,0,0,"0,00086","0,00086",0,"0,00","0,00","0,00","0,00",,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-11,7266074","-61,5516047",,Brasileira," R$  64,50 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3368100004,BO/PA,28/05/2026,11:51:07,Prisao/Apreensao,CUMPRIMENTO DE MANDADO DE PRISAO,,Ariquemes,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residencia,,"-9,9126471","-63,038558",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3368100005,BO/PA,28/05/2026,17:37:54,Prisao/Apreensao,CUMPRIMENTO DE MANDADO DE PRISAO,,Ariquemes,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residencia,,"-9,9319206","-63,0568711",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3328500768,BO,27/05/2026,21:40:00,PA,"TRÁFICO DE DROGAS - LEI 11.343/06, ART. 33",,Rolim de Moura,RO,2,0,"65,4",0,0,"65,40","0,00","0,00","0,00",,0,0,1,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-11,726528","-61,56925",,Brasileira," R$  372.678,00 ", R$  -   ," R$  45.678,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3290501798,BO/PA,27/05/2026,16:14:47,Prisao/Apreensao,"CUMPRIMENTO DE MANDADO DE PRISAO / POSSE DE DROGAS PARA USO PESSOAL (LEI 11.343/06, ART. 28)",,Cujubim,RO,1,0,"0,003",0,0,"0,003",0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residencia,,"-9,3645940","-62,582619",, Brasileira," R$  15,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3349700774,BO/PA,27/05/2026,11:43:00,Prisao/Apreensao,"CUMPRIMENTO DE MANDADO DE PRISAO (ESTUPRO DE VULNERAVEL, CP ART. 217-A)",,Ariquemes,RO,1,0,0,0,0,"0,00","0,00","0,00","0,00",,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Via publica,,"-9,8989432","-63,0528989",, Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3349700769,BO/PA,25/05/2026,16:33:26,Prisao/Apreensao,"CUMPRIMENTO DE MANDADO DE PRISAO (HOMICIDIO) / POSSE IRREGULAR DE ARMA DE FOGO E MUNICAO (LEI 10.826/03, ART. 12)",,Ariquemes,RO,1,0,0,0,0,0,0,0,0,,1,9,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Zona rural,,"-9,875428","-62,904599",,Brasileira," R$  5.500,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3258300795,COP,25/05/2026,11:19:51,PA,RECAPTURA DE FORAGIDO,,Guajará-Mirim,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Via pública,,"-10,7806817","-65,3289491",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3258300796,COP,25/05/2026,12:21:07,PA,RECAPTURA DE FORAGIDO / RESISTÊNCIA - ART. 329 DO CÓDIGO PENAL,,Guajará-Mirim,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Via pública,,"-10,7767222","-65,3221297",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3301001986,PA,23/05/2026,7:23:58,Prisão/Apreensão,"LEI 11.343/06, Art. 33 - Tráfico de drogas (Internacional)",,Guajará-Mirim,RO,1,0,"15,9","1,1",0,"14,8",,,,,0,0,1,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,"Via pública (proximidades de porto clandestino — Av. Beira Rio, Guajará-Mirim)",,"-10,7951719","-65,3443832",,Internacional," R$  196.500,00 ",," R$  40.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3301001987,PA,23/05/2026,16:18:44,Prisão/Apreensão,"LEI 11.343/06, Art. 33 - Tráfico de drogas (Internacional)",,Guajará-Mirim,RO,1,0,"3,4",0,0,0,"3,4",,,,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,"Via pública (Av. Constituição, Triângulo, Guajará-Mirim)",,"-10,7953787","-65,3435676",,Internacional," R$  34.000,00 ",, R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3347600702,PA,22/05/2026,5:36:21,Prisão/Apreensão,"Cumprimento de Mandado de Prisão; LEI 10.826/03, Art. 12 - Posse irregular de arma de fogo e munição de uso permitido",,Vale do Anari,RO,1,0,0,0,0,0,,,,,1,11,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,"Zona rural (residência — Linha São Marcos p14, Vale do Anari)",,"-9,8596408","-62,1748035",,Brasileira," R$  5.500,00 ",, R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3287301174,Apoio,21/05/2026,15:53:28,Apoio,"Apoio aos órgãos de segurança pública / Tráfico de drogas (Lei 11.343/06, Art. 33)",,Vilhena,RO,0,1,"0,109",0,0,0,0,0,"0,109",,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-12,812957","-60,080647",,Brasileira," R$  65.400,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3285000745,PA,21/05/2026,14:56:28,Prisão/Apreensão,Cumprimento de Mandado de Prisão de pessoa maior,,Machadinho D'Oeste,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,"Zona rural (residência — Linha RO 133, KM 22, Machadinho D'Oeste)",,"-9,3157194","-62,0561636",,Brasileira, R$  -   ,, R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3285000737,PA,20/05/2026,10:51:28,Prisão/Apreensão,Cumprimento de Mandado de Prisão de pessoa maior,,Machadinho D'Oeste,RO,1,0,0,0,0,"0,00",,,,,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Via pública (estabelecimento comercial — Autoelétrica Grilo),,"-9,4251854","-62,0024675",,Brasileira, R$  -   ,, R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3374900046,PA,20/05/2026,11:28:25,Prisão/Apreensão,Cumprimento de Mandado de Prisão de pessoa maior,,Machadinho D'Oeste,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,"Via pública (Barbearia Império do Corte, Centro, Machadinho D'Oeste)",,"-9,4254123","-62,0044287",, Brasileira, R$  -   ,, R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3374900047,BO,20/05/2026,18:37:10,Prisão/Apreensão,Apoio aos órgãos de segurança pública,,Machadinho D'Oeste,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,"Residência (Av. Diomero Moraes Borba, 5496, Machadinho D'Oeste)",,"-9,420196","-61,978764",,Brasileira, R$  -   ,, R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3344900862,PA,19/05/2026,8:05:22,Prisão/Apreensão,Cumprimento de mandados (Lei 12.850/2013); Porte ilegal de arma; Supressão de marca,,Ji-Paraná,RO,2,0,0,0,0,0,,,,,2,0,1,0,0,0,"0,0000","0,0000",4,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 1.810,00",Terrestre,Residência / Via pública (8 endereços — Ji-Paraná/RO),,"-10,8724473","-61,9592887",,Brasileira," R$  21.518,00 ",," R$  8.708,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3292600586,BO,19/05/2026,12:49:59,Prisão/Apreensão,"LEI 11.343/06, Art. 33 - Tráfico de drogas; LEI 10.826/03, Art. 12 - Posse irregular de munição",,São Miguel do Guaporé,RO,0,1,"0,712",0,0,"0,668","0,044",,,,0,7,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,"Residência (Rua Peroba, 2355, Planalto, São Miguel do Guaporé)",,"-11,6870529","-62,7161018",,Brasileira," R$  3.780,00 ",, R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3284600832,COP,15/05/2026,12:16:01,BO/PA,Contrabando (Art. 334-A do CP) — vacinas agropecuárias,,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 134,00",Terrestre,"Via pública (Av. Forte Príncipe, Planalto, Guajará-Mirim — porto clandestino Porto Pérola)",,"-10,7635381","-65,3150054",,Internacional (produto oriundo da Bolívia)," R$  134,00 ",, R$  -   ,,Protetor da Fronteira e Divisas
3340401342,PA,13/05/2026,17:20:00,Prisão/Apreensão,"Cumprimento de Mandado de Prisão; LEI 10.826/03, Art. 12 - Posse irregular de arma de fogo",,Alto Paraíso,RO,2,0,0,0,0,0,,,,,1,3,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,"Zona rural (Linha C90, Travessão B0, Alto Paraíso)",,"-9,7154436","-63,5572512",,Brasileira," R$  5.500,00 ",, R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3375000032,BO/PA,12/05/2026,21:37:12,Prisão/Apreensão,Tráfico de drogas; Porte ilegal de arma de fogo,,Porto Velho,RO,2,0,"0,337","0,211",0,0,"0,126",,,,1,6,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Via pública (Distrito Nova Mutum Paraná / Jaci-Paraná),,"-9,2951576","-64,5473759",,Brasileira," R$  22.585,00 ",, R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3287900625,BO/PA,12/05/2026,22:08:08,Prisão/Apreensão,"LEI 10.826/03, Art. 14 - Porte ilegal de arma de fogo de uso permitido",,Vale do Anari,RO,1,0,0,0,0,0,,,,,1,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,"Zona rural (RO 133, KM 50, Vale do Anari)",,"-9,8595602","-62,1748611",,Brasileira," R$  5.500,00 ",, R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3285000719,PA,12/05/2026,20:36:28,Prisão/Apreensão,"LEI 11.343/06, Art. 33 - Tráfico de drogas",,Vale do Anari,RO,1,0,"0,03","0,02",0,"0,01",,,,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Via pública (ponto de embarque/desembarque de ônibus interestadual),,"-9,8596408","-62,1748208",,Brasileira," R$  1.550,00 ",, R$  -   ,,Protetor da Fronteira e Divisas
3285000714 / 3285500872,COP,11/05/2026,16:46:54,Apoio aos órgãos de segurança pública,Apoio (tráfico de drogas — apreensão no BO 3285500872),,Jaru,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,"Residência (Rua Sergipe, 2043, Setor 1A, Jaru)",,"-10,435159","-62,4606608",,Brasileira, R$  -   ,, R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3287301131,COP,10/05/2026,21:57,Prisão/Apreensão,"Tráfico interestadual de drogas (Lei 11.343/06, Art. 33 c/c Art. 40, I) / Associação para o tráfico (Lei 11.343/06, Art. 35)",,Porto Velho,RO,7,0,"191,8","57,65","34,95","99,20",,,,,0,0,1,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia (BR-364),,"-9,621364","-64,943452",,Brasileira," R$  6.673.945,00 ",," R$  106.695,00 ",,Protetor da Fronteira e Divisas
3284700661,COP,09/05/2026,17:02,Apreensão,Contrabando (combustível),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,44,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7951719","-65,3443832",,Brasileira / Op. Protetor Fronteiras e Divisas 15ª," R$  299,20 ",, R$  -   ,,Protetor da Fronteira e Divisas
3284700657,COP,08/05/2026,16:57:06,Comunicacao de Ocorrencia,DESCAMINHO (CP ART. 334),,Porto Velho,RO,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 16.300,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,41805","-64,694674",,Internacional," R$  16.300,00 ", R$  -   , R$  -   ,,Protetor da Fronteira e Divisas
3286200907,BO/PA,07/05/2026,5:15:17,Prisao/Apreensao,"TRAFICO INTERNACIONAL DE DROGAS (LEI 11.343/06, ART. 33 c/c ART. 40, I) / ASSOCIACAO PARA O TRAFICO (ART. 35)",,Porto Velho,RO,2,0,"300,8","19,8",0,281,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,1,1,0,"R$ 0,00","R$ 0,00","R$ 0,00",Fluvial,Calha do Rio Madeira (patrulhamento fluvial),,"-9,59564","-64,923174",,Internacional," R$  2.927.000,00 ", R$  -   ," R$  37.000,00 ",,Protetor da Fronteira e Divisas
3286200906,COP,04/05/2026,17:24,Apoio Administrativo,Apoio a órgãos da administração pública,,Nova Mamoré,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,4106678","-65,3305618",,Brasileira / Op. Protetor Divisas e Fronteiras," R$  135.000,00 ",," R$  135.000,00 ",,Protetor da Fronteira e Divisas
3371700505,TCO,30/04/2026,0:06,TCO,"TRANSPORTE IRREGULAR DE PRODUTO FLORESTAL SEM LICENÇA VÁLIDA (LEI 9.605/98, ART. 46, PARÁGRAFO ÚNICO)",,Porto Velho,RO,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0000","12,9393",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Zona rural,,"-9,426365","-64,223023",,Brasileira," R$  89.408,95 ", R$  -   ," R$  70.000,00 ",,Protetor da Fronteira e Divisas
3371700506,TCO,30/04/2026,1:22,TCO,"CRIME AMBIENTAL - TRANSPORTE DE PRODUTO FLORESTAL SEM LICENÇA VÁLIDA (LEI 9.605/98, ART. 46, PARÁGRAFO ÚNICO)",,Porto Velho,RO,2,1,0,0,0,0,,,,,0,0,2,0,0,0,"0,0000","39,1512",0,0,,,,,,,,"R$ 0,00",Terrestre,Zona rural,,"-9,621327","-63,970186",,Brasileira," R$  518.726,80 ",," R$  460.000,00 ",,Patrulha Ordinária
3286200905,COP,29/04/2026,14:03,Comunicação de Ocorrência,Apoio a órgãos da administração pública,,Nova Mamoré,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,5982529","-64,9949461",,, R$  -   ,, R$  -   ,,Guardiões da Fronteira
3286200904,COP,28/04/2026,10:07,Prisão/Apreensão,Descaminho (CP Art. 334),,Nova Mamoré,RO,0,1,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,752,,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-9,944472","-65,292848",,Brasileira," R$  9.575,00 "," R$  9.575,00 ", R$  -   ,,Apoio a Funai
3286200899,COP,21/04/2026,11:23,Comunicação de Ocorrência,Apoio a órgão de segurança,,Porto Velho,RO,0,0,0,0,0,"0,00",,,,,0,0,0,0,0,0,"0,0000","0,0000",0,0,,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-9,688426","-65,093572",,," R$  35.000,00 ",," R$  35.000,00 ",,Protetor da Fronteira e Divisas
3284600823 / 3302500465,BO/PA,15/04/2026,14:38:22,Prisao/Apreensao,"TRAFICO INTERNACIONAL DE DROGAS (LEI 11.343/06, ART. 33)",,São Francisco do Guaporé,RO,2,0,451,0,1,450,0,0,0,,0,0,2,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-12,0603107","-63,572854",,Internacional," R$  2.407.000,00 ", R$  -   ," R$  107.000,00 ",,Operação Conjunta Integrada
3286200893,COP,15/04/2026,9:55,Apoio aos órgãos de segurança pública,Apoio a órgão de segurança,,Porto Velho,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-9,2855603","-64,5485455",,, R$  -   ,, R$  -   ,,
3374900027 / 3329902283,COP,09/04/2026,19:50:46,PA,TRÁFICO DE DROGAS - LEI 11.343/06 ART. 33,,Alta Floresta D'Oeste,RO,1,0,"5,1",0,"5,1",0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-12,0687027","-61,9925548",,Brasileira," R$  268.500,00 ", R$  -   ," R$  13.500,00 ",,Protetor da Fronteira e Divisas
3284600820,TCO,09/04/2026,18:44,TCO,"CRIME AMBIENTAL - TRANSPORTE DE PRODUTO FLORESTAL SEM LICENCA VALIDA (LEI 9.605/98, ART. 46, PARAGRAFO UNICO)",,Machadinho D'Oeste,RO,2,1,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000","16,4832",0,0,,,,,,,,"R$ 0,00",Terrestre,Rodovia,,"-9,348077","-62,140944",,Brasileira," R$  229.619,66 ",," R$  195.000,00 "," R$  9.894,86 ",Dominus / Protetor da Fronteira e Divisas
3286200887,COP,09/04/2026,,Prisão/Apreensão,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,1,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,11004,,,,,,,,"R$ 0,00",Fluvial,Via pública / Zona rural,,"-10,798299","-65,341948",,Internacional," R$  57.820,00 "," R$  57.820,00 ", R$  -   ,,Protetor da Fronteira e Divisas
3295701353,BO/PA,07/04/2026,1:00:51,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33)",,Ji-Paraná,RO,1,0,"7,3",1,1,"4,3",1,0,0,146,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Terminal rodoviario,,"-10,877377","-61,9561472",,Brasileira," R$  156.500,00 ", R$  -   , R$  -   ,,
3374900024,TCO,05/04/2026,14:32,Termo Circunstanciado,"LEI 11.343/06, Art. 28 - Posse/porte drogas uso pessoal",,Porto Velho,RO,1,1,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Via pública / Zona rural,,"-9,6751328","-65,3958749",,," R$  317.522,00 ",," R$  317.522,00 ",,Protetor da Fronteira e Divisas
3327500161,TCO,31/03/2026,3:10,TCO,"CRIME AMBIENTAL - TRANSPORTAR PRODUTO FLORESTAL SEM LICENCA VALIDA (LEI 9.605/98, ART. 46, PARAGRAFO UNICO)",,Porto Velho,RO,1,1,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000","4,6349",0,0,,,,,,,,"R$ 0,00",Terrestre,Zona rural,,"-8,8027420","-64,06829",,Brasileira," R$  116.952,35 ",," R$  110.000,00 ",,Patrulha Ordinária
3327500162,TCO,31/03/2026,3:52,TCO,"CRIME AMBIENTAL - TRANSPORTE DE PRODUTO FLORESTAL SEM LICENCA VALIDA (LEI 9.605/98, ART. 46, PARAGRAFO UNICO)",,Porto Velho,RO,1,1,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000","20,9951",0,0,,,,,,,,"R$ 0,00",Terrestre,Zona rural,,"-8,775453","-64,077012",,Brasileira," R$  296.492,65 ",," R$  265.000,00 ",,Patrulha Ordinária
3327500163,TCO,31/03/2026,4:15,TCO,"TRANSPORTE DE PRODUTO DE ORIGEM VEGETAL SEM LICENÇA VÁLIDA (LEI 9.605/98, ART. 46, PARÁGRAFO ÚNICO)",,Porto Velho,RO,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0000","21,6579",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Zona rural,,"-8,799613","-64,130038",,Brasileira," R$  102.486,85 ", R$  -   ," R$  70.000,00 ", R$  -   ,Patrulha Ordinária
3284700616,BO,28/03/2026,23:30,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33) / Porte ilegal de arma de fogo (Lei 10.826/03, Art. 14)",,Porto Velho,RO,2,0,"421,95","33,1",72,"316,85",0,0,0,,1,5,1,0,0,0,"0,0000","0,0000",2,0,0,0,1,1,0,0,"R$ 0,00","R$ 0,00",Fluvial,"Área de mata (Rio Madeira, zona ribeirinha de fronteira)",,"-9,5760170","-65,0159331",,Brasileira," R$  7.722.250,00 ", R$  -   ," R$  50.000,00 ",,Protetor da Fronteira e Divisas
3283700667,TCO,23/03/2026,0:05,Termo Circunstanciado,"Transporte ilegal de madeira (Lei 9.605/98, Art. 46)",,Porto Velho,RO,0,1,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000","0,0000",0,0,,,,,,,,"R$ 0,00",Terrestre,Terra Indígena / Zona Rural,,"-8,7424022","-63,9015517",,Brasileira, R$  -   ,,,,Patrulha Ordinária
3374900016,BO / COP,19/03/2026,11:00,Comunicação de Ocorrência,Recuperação de veículo (CP Art. 155/180),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via fluvial / Zona rural / Fronteira,,"-10,7932316","-65,3472415",,Brasileira," R$  75.000,00 ",," R$  75.000,00 ",,Patrulha Ordinária
