Nº BO,Tipo Registro,Data,Hora,Tipo de BO,Natureza / Crime,Endereço,Município,UF,Nº Presos,Nº Apreensões s/ Prisão,Drogas TOTAL (kg),Cocaína/CH (kg),Pasta Base (kg),Maconha (kg),Crack (kg),Óxi (kg),Metanfetamina (kg),Ecstasy (comprimidos),Armas Apreend.,Munições Apreend.,Veículos Apreend.,Gasolina Boliviana (L),Diesel Boliviano (L),GLP (botijas),Cigarros (maços),Madeira Apreendida (m³),Desc. Celulares (un.),Desc. Roupas (un.),Mercadorias Descaminho (R$),Eletrônicos (un.),Embarcações (un.),Motor de Popa (un.),Ouro (g),Animais/Pescado (R$),Folha de Coca (kg),Dinheiro (R$),Meio,Ambiente,Destino dos Envolvidos,Latitude,Longitude,Descrição Resumida,Nacionalidade, Prejuízo Estimado (R$), Valor Estimado Descaminho (R$), Valor Estimado Veículos (R$), Multa (R$),Operação
3277700587,COP,31/05/2025,,Prisão/Apreensão,Recuperação de veículo (CP Art. 155/180),,Porto Velho,RO,0,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-8,7616136","-63,9061587",,," R$  65.349,00 ",," R$  65.349,00 ",,Fronteira Segura
3340600478,COP,30/05/2025,11:04,BO,Descaminho,,Nova Mamoré,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 47,00",350,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-10,2571015","-65,2900856",,Brasileira," R$  350,00 ",, R$  -   ,,Protetor da Fronteira e Divisas
3286200509,COP,30/05/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Novo Horizonte D'Oeste,RO,0,0,"0,027",0,0,"0,027",,,,,0,0,0,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,6799755","-61,9982573",,," R$  135,00 ",,,,Fronteira Segura
3284500545,TCO,28/05/2025,0:33,TCO,"CRIME AMBIENTAL - TRANSPORTAR MADEIRA SEM LICENÇA VÁLIDA (LEI 9.605/98, ART. 46, PARÁGRAFO ÚNICO)",,Porto Velho,RO,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0000","52,0000",0,"RR$ ,000",0,0,0,0,"RR$ ,000",0,"RR$ ,000","R$ 0,00",Terrestre,Zona rural,,"-10,0284829","-63,9032275",,Brasileira," R$  268.000,00 ", R$  -   ," R$  190.000,00 ", R$  -   ,Protetor da Fronteira e Divisas
3315000126,COP,27/05/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Pimenta Bueno,RO,2,0,"0,103",0,0,"0,103",,,,,0,0,1,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,6821074","-61,1934707",,," R$  51.758,00 ",," R$  51.243,00 ",,Fronteira Segura
3331800372,BO,20/05/2025,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Nova Mamoré,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,4864037","-64,0476379",,," R$  7.772,00 ",," R$  7.772,00 ",,Maximus
3284600401,BO/PA,11/05/2025,19:17:29,Prisao/Apreensao,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO (LEI 10.826/03, ART. 14)",,Porto Velho,RO,1,0,0,0,0,0,0,0,0,,1,13,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Posto de combustivel / rodovia,,"-9,6751328","-65,3958749",,Brasileira," R$  5.500,00 ", R$  -   , R$  -   ,,Maximus
3331300208,BO/PA,08/05/2025,16:08:38,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33)",,Nova Brasilândia D'Oeste,RO,2,0,152,0,"21,5","130,5",0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,"RR$ ,000","R$ 0,00",0,0,0,"RR$ ,000","R$ 0,00","RR$ ,000","R$ 0,00",Terrestre,Rodovia (RO-010),,"-11,6042066","-62,2749215",,Brasileira," R$  1.773.500,00 ", R$  -   ," R$  46.000,00 ",,
3286200273,COP,02/05/2025,9:13,BO,Descaminho,,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"56,0000","0,0000",0,"RR$ ,000",1440,0,0,0,"RR$ ,000",0,"RR$ ,000",0,Terrestre,Área de mata,,"-10,7870836","-65,3408691",,Brasileira," R$  1.988,74 ",, R$  -   ,,Fronteira Segura
3283700394,COP,28/04/2025,,Prisão/Apreensão,Contrabando de combustível (CP Art. 334-A),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,349,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Porto clandestino,,"-10,7951719","-65,3443832",,Brasileira," R$  2.373,20 ",,,,Fronteira Segura
3284200429,BO,27/04/2025,,Prisão/Apreensão,"Porte ilegal de arma de fogo (Lei 10.826/03, Art. 14)",,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,1,6,0,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública,,"-10,7751801","-65,1819136",,," R$  272.223,00 ",," R$  266.723,00 ",,Fronteira Segura
3283700392,COP,26/04/2025,2:48:04,BO,Descaminho,,Porto Velho,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,"RR$ 2,000",1280,0,0,0,"RR$ ,000",0,"RR$ ,000","R$ 0,00",Terrestre,Rodovia,,"-8,9969059","-64,0051737",,Brasileira," R$  1.280,00 ",, R$  -   ,,Fronteira Segura
3283700388,COP,24/04/2025,,Prisão/Apreensão,Apropriação indébita (CP Art. 168),,Porto Velho,RO,1,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-8,9969059","-64,0051737",,, R$  -   ,,,,Madeira Mamoré / Protetor da Fronteira e Divisas
3340600429,COP,24/04/2025,,Prisão/Apreensão,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Área urbana,,"-10,7780099","-65,3194984",,Brasileira, R$  -   ,,,,Madeira Mamoré / Protetor da Fronteira e Divisas
3286200490,COP,19/04/2025,,Prisão/Apreensão,Contrabando de combustível (CP Art. 334-A),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,310,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7951719","-65,3443832",,," R$  72.108,00 ",," R$  70.000,00 ",,Madeira Mamoré / Protetor da Fronteira e Divisas
3286200491,COP,19/04/2025,12:56:06,BO,Descaminho,,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,"RR$ ,000",0,4,0,0,"RR$ ,000",0,"RR$ ,000","R$ 0,00",Terrestre,Via pública,,"-10,7701298","-65,3222851",,Brasileira," R$  9.600,00 "," R$  9.600,00 ", R$  -   ,,Protetor da Fronteira e Divisas
3340600426,COP,18/04/2025,,Prisão/Apreensão,Contrabando de combustível (CP Art. 334-A),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,180,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7914664","-65,3456849",,," R$  111.224,00 ",," R$  110.000,00 ",,Madeira Mamoré
3287300691,COP,17/04/2025,,Prisão/Apreensão,Contrabando de combustível (CP Art. 334-A),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7780099","-65,3194984",,," R$  55.000,00 ",," R$  55.000,00 ",,Protetor da Fronteira e Divisas
3309600235,BO/PA,16/04/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Nova Mamoré,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,"RR$ 5,5000","R$ 0,00",Terrestre,Rodovia (BR-425),,"-10,1870092","-65,2892846",,Brasileira," R$  440,00 ",, R$  -   ,,Fronteira Segura
3286200489,BO,13/04/2025,16:57,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,2,0,"0,501",0,0,"0,501",,,,,0,2,0,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 6.487,00",Terrestre,Via pública / Rodovia,,"-10,7656537","-65,3090107",,Brasileira," R$  8.992,00 ", R$  -   ,,,Protetor da Fronteira e Divisas
3284500541,COP,09/04/2025,,Prisão/Apreensão,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,1,480,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7870836","-65,3408691",,Brasileira," R$  58.264,00 ",," R$  55.000,00 ",,Protetor da Fronteira e Divisas
3286200486,COP,09/04/2025,,Prisão/Apreensão,Contrabando de combustível (CP Art. 334-A),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,774,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7680369","-65,3086135",,," R$  5.263,20 ",,,,Protetor da Fronteira e Divisas
3338500240,BO,02/04/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Alta Floresta D'Oeste,RO,2,0,350,350,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,9325662","-62,0017012",,," R$  26.390.000,00 ",," R$  140.000,00 ",,Protetor da Fronteira e Divisas
3283700355,BO/PA,28/03/2025,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Guajará-Mirim,RO,2,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7951719","-65,3443832",,," R$  10.000,00 ",," R$  10.000,00 ",,Protetor da Fronteira e Divisas
3284500539,COP,26/03/2025,,Prisão/Apreensão,Contrabando de combustível (CP Art. 334-A),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7685726","-65,3089288",,, R$  -   ,,,,Protetor da Fronteira e Divisas
3283700343,BO,25/03/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,3,0,30,30,0,0,,,,,0,0,3,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7751801","-65,1819136",,," R$  2.292.037,00 ",," R$  42.037,00 ",,Protetor da Fronteira e Divisas
3287300668,BO,19/03/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,1,0,"26,981","26,9",0,"0,081",,,,,0,0,1,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7870836","-65,3408691",,," R$  2.107.905,00 ",," R$  90.000,00 ",,Protetor da Fronteira e Divisas
3284200401,COP,12/03/2025,,Prisão/Apreensão,Recuperação de veículo (CP Art. 155/180),,Nova Brasilândia D'Oeste,RO,0,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,7261674","-62,318088",,, R$  -   ,,,,Protetor da Fronteira e Divisas
3286200371,COP,11/03/2025,8:22,BO,Contrabando,,Nova Mamoré,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 9,57","R$ 0,00",Terrestre,Porto clandestino,,"-10,0552055","-65,3214079",,Brasileira," R$  765,84 ",, R$  -   ,,Protetor da Fronteira e Divisas
3286200369,COP,11/03/2025,,Prisão/Apreensão,Contrabando de cigarros (CP Art. 334-A),,Nova Mamoré,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,1870092","-65,2892846",,, R$  -   ,, R$  -   ,,Fronteira Segura
3284600338,BO,03/03/2025,,Prisão/Apreensão,Recuperação de veículo (CP Art. 155/180),,Porto Velho,RO,1,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-8,7851706","-63,8970097",,, R$  -   ,, R$  -   ,,
3287300628,COP,03/03/2025,,Prisão/Apreensão,Homicídio (CP Art. 121),,Porto Velho,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-8,7953783","-63,8355599",,, R$  -   ,, R$  -   ,,
3340600378,BO,27/02/2025,,Prisão/Apreensão,Apoio a órgão de segurança,,Rolim de Moura,RO,1,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,7243967","-61,7781887",,, R$  -   ,, R$  -   ,,
3286200350,BO/PA,24/02/2025,16:55:04,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / CUMPRIMENTO DE MANDADO DE PRISAO",,Guajará-Mirim,RO,1,0,"1,924","0,024",0,"1,9",0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residencia,,"-10,7736746","-65,3146032",,Brasileira," R$  11.300,00 ", R$  -   , R$  -   ,,Fronteira Segura
3340600377,BO/PA,23/02/2025,,Prisão/Apreensão,Contrabando de cigarros (CP Art. 334-A),,São Miguel do Guaporé,RO,2,0,0,0,0,0,,,,,0,0,2,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,6939572","-62,7491723",,," R$  95.000,00 ",," R$  95.000,00 ",,
3284700513,COP,18/02/2025,,Prisão/Apreensão,Recuperação de veículo (CP Art. 155/180),,Porto Velho,RO,0,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-8,7823818","-63,8407034",,," R$  105.000,00 ",," R$  105.000,00 ",,
3286200312,COP,14/02/2025,,Prisão/Apreensão,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7951719","-65,3443832",,, R$  -   ,, R$  -   ,,
3284200353,COP,13/02/2025,,Prisão/Apreensão,Contrabando de combustível (CP Art. 334-A),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,1,20,500,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7780099","-65,3194984",,," R$  3.536,00 ",, R$  -   ,,
3284600333,BO,12/02/2025,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Nova Mamoré,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,1870092","-65,2892846",,," R$  90.000,00 ",," R$  90.000,00 ",,Fronteira Segura
3284600317,COP,12/02/2025,1:33:28,Comunicação de Ocorrência,Facilitação de contrabando ou descaminho,,Porto Velho,RO,0,1,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 1.012,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-8,854157","-63,943283",,Brasileira," R$  80.960,00 "," R$  80.960,00 ", R$  -   ,,
3284500495,COP,04/02/2025,11:22,Prisão/Apreensão,Recuperação de veículo roubado (CP Art. 155/180),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Área de mata,,"-10,7717098","-65,3240488",,Fronteira Segura (SESDEC-RO/PMRO/CPE/BPFRON/SENASP/MJSP)," R$  285.000,00 ",," R$  285.000,00 ",,Fronteira Segura
3283500124,COP,04/02/2025,20:20,Prisão/Apreensão,Apreensão de veículo clonado,,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000","0,0000",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,Via pública / Porto clandestino,,"-10,7870836","-65,3408691",,Brasileira," R$  12.500,00 ",," R$  12.500,00 ",,Fronteira Segura
3284600279,BO/PA,03/02/2025,12:20:18,Prisao/Apreensao,RECAPTURA DE FORAGIDOS (entregues pela Policia Nacional Boliviana),,Nova Mamoré,RO,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Porto/Distrito de Araras,,"-10,0552055","-65,3214079",,Internacional, R$  -   , R$  -   , R$  -   ,,Fronteira Segura
3284600272,BO/PA,02/02/2025,16:08:07,Prisao/Apreensao,RECAPTURA DE FORAGIDO (mandado de prisao em aberto),,Nova Mamoré,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Vila Arara (residencia),,"-10,4506209","-64,1641511",,Brasileira, R$  -   , R$  -   , R$  -   ,,Fronteira Segura
3098100235,COP,19/01/2023,11:09:17,BO,DESCAMINHO,,Nova Mamoré,RO,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Terrestre,Rodovia,,"-10,4110529","-65,3308033",,Não informado," R$  9.390,00 "," R$  9.390,00 ", R$  -   ,,Guardiões da Fronteira
3112400019,COP,07/12/2022,7:40:06,BO,DESCAMINHO,,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,,0,0,0,110,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Fluvial,Via pública / Porto clandestino,,"-10,7951719","-65,3443832",,Internacional," R$  748,00 ", R$  -   , R$  -   ,,Hórus / Guardiões da Fronteira
3112400018,COP,27/11/2022,19:30:00,BO,DESCAMINHO,,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,9,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Fluvial,Via pública / Porto clandestino,,"-10,7958653","-65,3436782",,Internacional," R$  2.700,00 ", R$  -   , R$  -   ,,Hórus / Guardiões da Fronteira
3098800214,BO/PA,16/10/2022,13:11:03,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Nova Mamoré,RO,1,0,30,0,30,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,"R$ 104,00",Terrestre,Via pública,,"-10,0837737","-65,2913916",,Brasileira," R$  1.541.604,00 ", R$  -   ," R$  41.500,00 ",,
3223200038,COP,03/10/2022,8:53:09,BO,DESCAMINHO,,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,,0,0,0,92,0,0,"20,0000","0,0000",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00",0,Fluvial,Via pública / Porto clandestino,,"-10,7951719","-65,3443832",,Internacional," R$  821,58 ", R$  -   , R$  -   ,,Hórus / Guardiões da Fronteira
3223200034,COP,28/09/2022,14:34:34,BO,DESCAMINHO,,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Fluvial,Via pública / Porto clandestino,,"-10,7951719","-65,3443832",,Internacional, R$  -   , R$  -   , R$  -   ,,Hórus / Guardiões da Fronteira
